Robert,Radloff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oct 11 2021,2:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time(min),Line TC Setpoint(C),Line TC(C),Line Heater(%),Vaporizer TC(C),Vaporizer HeaterTC(C),Vaporizer Heater(%),Vaporizer Scale(lb),Vaporization(lb/h),Powder Feed Setpoint(g/h),Powder Scale(g),Powder Rate(g/h),Chamber TC Setpoint(C),Chamber TC1(C),Chamber TC2(C),Chamber Heater(%),MFC#0,MFC#1,MFC#2,MFC#3,ArMFC#1,ArMFC#2,ArMFC#3,XFMR Status,Vaccum Pump Outlet TC(C),Vaccum Pump Intlet TC(C),Inlet Valve Open,Inlet Valve Closed,Outlet Valve Open,Outlet Valve Closed,MKS Press/Pos,MKS Set Point,MKS Pressure(Torr),MKS Position(degrees),Injector TC(C),HG-412,HG-414,HG-416,PG-412,PG-414,PG-416,HG-418,MTS-414,HG-419,MH-481,MTS-420,Vibrator,Vibrator2,Bell Jar Press(Torr),Exhaust Press(Torr),Run-Time(min),Sub Run-Time(min)
4752,-17.778,-17.778,0,23.425,84.6,38.998,252.5,7.409,0,9990000,0,1410,1410.027,1417.851,56.643,6.918,17.911,37.831,0,0,19.732,1.162,1,0,0,1,0,1,1,0,0,300,294.054,7.546,0,1,1,1,0,1,0,0,1,1,1,1,0,232.869,756.17,4687,3676.15
4753,-17.778,-17.778,0,23.414,84.376,37.987,252.5,7.659,0,9990000,0,1410,1409.846,1418.006,56.74,6.927,17.921,37.782,0,0,19.744,1.18,1,0,0,1,0,1,1,0,0,300,293.854,7.548,0,1,1,1,0,1,0,0,1,1,1,1,0,232.774,756.496,4688,3677.15
4754,-17.778,-17.778,0,23.307,84.338,41.483,252.5,6.53,0,9990000,0,1410,1410.616,1418.016,56.51,6.94,17.9,37.957,0,0,19.699,1.205,1,0,0,1,0,1,1,0,0,300,294.058,7.542,0,1,1,1,0,1,0,0,1,1,1,1,0,232.751,756.453,4689.017,3678.167
4755,-17.778,-17.778,0,23.226,84.435,40.017,252.5,7.031,0,9990000,0,1410,1409.86,1418.008,56.637,6.934,17.923,37.973,0,0,19.769,1.337,1,0,0,1,0,1,1,0,0,300,293.973,7.532,0,1,1,1,0,1,0,0,1,1,1,1,0,232.807,756.67,4690.033,3679.183
4756,-17.778,-17.778,0,23.286,84.315,38.802,252.5,7.488,0,9990000,0,1410,1409.667,1417.581,56.751,6.939,17.918,38.027,0,0,19.747,1.346,1,0,0,1,0,1,1,0,0,300,293.977,7.564,0,1,1,1,0,1,0,0,1,1,1,1,0,232.844,756.672,4691.05,3680.2
4757,-17.778,-17.778,0,23.267,84.268,38.914,252.5,7.336,0,9990000,0,1410,1409.622,1417.981,56.827,6.946,17.912,38.03,0,0,19.736,1.347,1,0,0,1,0,1,1,0,0,300,293.965,7.547,0,1,1,1,0,1,0,0,1,1,1,1,0,232.73,756.398,4692.05,3681.2
4758,-17.778,-17.778,0,23.368,84.174,40,252.5,6.951,0,9990000,0,1410,1410.316,1417.803,56.628,6.951,17.9,38.081,0,0,19.695,1.294,1,0,0,1,0,1,1,0,0,300,294.22,7.562,0,1,1,1,0,1,0,0,1,1,1,1,0,233.168,756.446,4693.05,3682.2
4759,-17.778,-17.778,0,23.223,84.091,40,252.5,6.92,0,9990000,0,1410,1410.586,1417.919,56.457,6.92,17.903,37.893,0,0,19.701,1.169,1,0,0,1,0,1,1,0,0,300,294.176,7.561,0,1,1,1,0,1,0,0,1,1,1,1,0,233.375,756.045,4694.05,3683.2
4760,-17.778,-17.778,0,23.213,84.193,40,252.5,6.926,0,9990000,0,1410,1409.868,1418.082,56.596,6.926,17.914,38.012,0,0,19.726,1.346,1,0,0,1,0,1,1,0,0,300,294.221,7.597,0,1,1,1,0,1,0,0,1,1,1,1,0,233.046,756.493,4695.067,3684.217
4761,-17.778,-17.778,0,23.154,84.169,40,252.5,6.944,0,9990000,0,1410,1409.392,1418.44,56.81,6.944,17.931,37.838,0,0,19.787,1.297,1,0,0,1,0,1,1,0,0,300,294.163,7.553,0,1,1,1,0,1,0,0,1,1,1,1,0,232.747,756.281,4696.083,3685.233
4762,-17.778,-17.778,0,23.287,84.161,40,252.5,6.931,0,9990000,0,1410,1410.647,1417.743,56.445,6.931,17.904,37.882,0,0,19.709,1.17,1,0,0,1,0,1,1,0,0,300,294.195,7.519,0,1,1,1,0,1,0,0,1,1,1,1,0,233.066,756.052,4697.1,3686.25
4763,-17.778,-17.778,0,23.332,84.141,40,252.5,6.948,0,9990000,0,1410,1409.972,1417.908,56.677,6.948,17.9,38.069,0,0,19.695,1.285,1,0,0,1,0,1,1,0,0,300,294.13,7.552,0,1,1,1,0,1,0,0,1,1,1,1,0,232.903,756.399,4698.117,3687.267
4764,-17.778,-17.778,0,23.255,84.201,40,252.5,6.941,0,9990000,0,1410,1410.177,1418.026,56.621,6.941,17.904,38.062,0,0,19.715,1.328,1,0,0,1,0,1,1,0,0,300,294.079,7.514,0,1,1,1,0,1,0,0,1,1,1,1,0,232.62,756.432,4699.117,3688.267
4765,-17.778,-17.778,0,23.314,84.239,40,252.5,6.911,0,9990000,0,1410,1409.958,1418.617,56.591,6.911,17.931,37.794,0,0,19.787,1.268,1,0,0,1,0,1,1,0,0,300,294.158,7.536,0,1,1,1,0,1,0,0,1,1,1,1,0,232.786,756.153,4700.117,3689.267
4766,-17.778,-17.778,0,23.255,84.236,40.855,252.5,6.629,0,9990000,0,1410,1409.727,1417.86,56.612,6.905,17.912,38.062,0,0,19.739,1.347,1,0,0,1,0,1,1,0,0,300,294.136,7.527,0,1,1,1,0,1,0,0,1,1,1,1,0,232.821,756.453,4701.117,3690.267
4767,-17.778,-17.778,0,23.253,84.352,39.954,252.5,6.938,0,9990000,0,1410,1409.602,1418.168,56.699,6.902,17.927,37.915,0,0,19.774,1.331,1,0,0,1,0,1,1,0,0,300,294.201,7.507,0,1,1,1,0,1,0,0,1,1,1,1,0,233.143,756.349,4702.133,3691.283
4768,-17.778,-17.778,0,23.383,84.196,38.957,252.5,7.283,0,9990000,0,1410,1410.255,1417.997,56.544,6.935,17.902,37.928,0,0,19.701,1.187,1,0,0,1,0,1,1,0,0,300,294.204,7.53,0,1,1,1,0,1,0,0,1,1,1,1,0,232.951,756.041,4703.15,3692.3
4769,-17.778,-17.778,0,23.479,84.256,40.364,252.5,6.841,0,9990000,0,1410,1410.67,1418.114,56.457,6.944,17.9,37.959,0,0,19.696,1.224,1,0,0,1,0,1,1,0,0,300,294.179,7.516,0,1,1,1,0,1,0,0,1,1,1,1,0,233.053,756.056,4704.15,3693.3
4770,-17.778,-17.778,0,23.217,84.308,39.41,252.5,7.159,0,9990000,0,1410,1409.668,1418.425,56.67,6.949,17.929,37.793,0,0,19.765,1.225,1,0,0,1,0,1,1,0,0,300,294.263,7.604,0,1,1,1,0,1,0,0,1,1,1,1,0,233.094,756.112,4705.167,3694.317
4771,-17.778,-17.778,0,23.237,84.185,40,252.5,6.921,0,9990000,0,1410,1409.839,1418.482,56.662,6.921,17.919,37.792,0,0,19.745,1.179,1,0,0,1,0,1,1,0,0,300,294.296,7.525,0,1,1,1,0,1,0,0,1,1,1,1,0,233.28,755.998,4706.167,3695.317
4772,-17.778,-17.778,0,23.163,84.176,40,252.5,6.921,0,9990000,0,1410,1410.353,1418.613,56.577,6.921,17.912,37.83,0,0,19.718,1.16,1,0,0,1,0,1,1,0,0,300,294.384,7.505,0,1,1,1,0,1,0,0,1,1,1,1,0,232.859,755.987,4707.167,3696.317
4773,-17.778,-17.778,0,23.268,84.224,40,252.5,6.931,0,9990000,0,1410,1410.131,1419.066,56.556,6.931,17.929,37.794,0,0,19.774,1.231,1,0,0,1,0,1,1,0,0,300,294.225,7.529,0,1,1,1,0,1,0,0,1,1,1,1,0,233.343,756.062,4708.167,3697.317
4774,-17.778,-17.778,0,23.269,84.209,40,252.5,6.934,0,9990000,0,1410,1410.056,1418.178,56.59,6.934,17.9,38.051,0,0,19.691,1.271,1,0,0,1,0,1,1,0,0,300,294.189,7.524,0,1,1,1,0,1,0,0,1,1,1,1,0,233.206,756.269,4709.167,3698.317
4775,-17.778,-17.778,0,23.339,84.252,40,252.5,6.914,0,9990000,0,1410,1410.284,1418.509,56.559,6.914,17.905,37.95,0,0,19.704,1.207,1,0,0,1,0,1,1,0,0,300,294.347,7.544,0,1,1,1,0,1,0,0,1,1,1,1,0,233.146,756.052,4710.183,3699.333
4776,-17.778,-17.778,0,23.251,84.231,40,252.5,6.939,0,9990000,0,1410,1409.897,1418.454,56.729,6.939,17.919,37.788,0,0,19.757,1.185,1,0,0,1,0,1,1,0,0,300,294.23,7.535,0,1,1,1,0,1,0,0,1,1,1,1,0,232.999,756.034,4711.183,3700.333
4777,-17.778,-17.778,0,23.174,84.381,40,252.5,6.921,0,9990000,0,1410,1409.661,1418.487,56.779,6.921,17.922,37.987,0,0,19.751,1.34,1,0,0,1,0,1,1,0,0,300,294.158,7.545,0,1,1,1,0,1,0,0,1,1,1,1,0,233.034,756.383,4712.183,3701.333
4778,-17.778,-17.778,0,23.175,84.261,40,252.5,6.931,0,9990000,0,1410,1410.006,1418.878,56.663,6.931,17.922,37.778,0,0,19.747,1.184,1,0,0,1,0,1,1,0,0,300,294.062,7.567,0,1,1,1,0,1,0,0,1,1,1,1,0,233.084,756.041,4713.183,3702.333
4779,-17.778,-17.778,0,23.205,84.318,40,252.5,6.929,0,9990000,0,1410,1410.138,1418.041,56.644,6.929,17.901,38.043,0,0,19.686,1.264,1,0,0,1,0,1,1,0,0,300,294.031,7.48,0,1,1,1,0,1,0,0,1,1,1,1,0,233.18,756.313,4714.183,3703.333
4780,-17.778,-17.778,0,23.223,84.366,40,252.5,6.929,0,9990000,0,1410,1410.076,1418.417,56.619,6.929,17.908,38.06,0,0,19.722,1.344,1,0,0,1,0,1,1,0,0,300,294.025,7.505,0,1,1,1,0,1,0,0,1,1,1,1,0,233.206,756.527,4715.183,3704.333
4781,-17.778,-17.778,0,23.144,84.316,40,252.5,6.935,0,9990000,0,1410,1409.554,1418.555,56.803,6.935,17.924,37.954,0,0,19.76,1.336,1,0,0,1,0,1,1,0,0,300,294.161,7.556,0,1,1,1,0,1,0,0,1,1,1,1,0,232.816,756.324,4716.183,3705.333
4782,-17.778,-17.778,0,23.179,84.263,40,252.5,6.913,0,9990000,0,1410,1410.056,1418.814,56.642,6.913,17.93,37.806,0,0,19.778,1.256,1,0,0,1,0,1,1,0,0,300,294.122,7.524,0,1,1,1,0,1,0,0,1,1,1,1,0,232.931,756.206,4717.183,3706.333
4783,-17.778,-17.778,0,23.242,84.332,40,252.5,6.931,0,9990000,0,1410,1410.326,1418.937,56.565,6.931,17.915,37.801,0,0,19.73,1.167,1,0,0,1,0,1,1,0,0,300,294.157,7.578,0,1,1,1,0,1,0,0,1,1,1,1,0,232.979,755.868,4718.183,3707.333
4784,-17.778,-17.778,0,23.173,84.381,40,252.5,6.939,0,9990000,0,1410,1410.312,1417.97,56.56,6.939,17.899,38.082,0,0,19.689,1.293,1,0,0,1,0,1,1,0,0,300,293.977,7.52,0,1,1,1,0,1,0,0,1,1,1,1,0,233.206,756.382,4719.2,3708.35
4785,-17.778,-17.778,0,23.211,84.268,40,252.5,6.92,0,9990000,0,1410,1410.231,1419.31,56.515,6.92,17.917,37.815,0,0,19.741,1.173,1,0,0,1,0,1,1,0,0,300,293.876,7.585,0,1,1,1,0,1,0,0,1,1,1,1,0,232.948,756.005,4720.217,3709.367
4786,-17.778,-17.778,0,23.175,84.417,40,252.5,6.925,0,3690000,0,1410,1409.798,1418.636,56.621,6.925,17.932,37.863,0,0,19.777,1.319,1,0,0,1,0,1,1,0,0,300,293.935,7.605,0,1,1,1,0,1,0,0,1,1,1,1,0,232.812,756.128,4721.233,3710.383
4787,-17.778,-17.778,0,23.283,84.405,40,252.5,6.927,0,9990000,0,1410,1409.828,1418.563,56.663,6.927,17.924,37.809,0,0,19.746,1.191,1,0,0,1,0,1,1,0,0,300,293.902,7.527,0,1,1,1,0,1,0,0,1,1,1,1,0,232.89,755.826,4722.233,3711.383
4788,-17.778,-17.778,0,23.274,84.44,40,252.5,6.94,0,9990000,0,1410,1410.285,1418.704,56.587,6.94,17.915,37.818,0,0,19.718,1.164,1,0,0,1,0,1,1,0,0,300,293.868,7.539,0,1,1,1,0,1,0,0,1,1,1,1,0,232.474,755.937,4723.233,3712.383
4789,-17.778,-17.778,0,23.267,84.448,40.855,252.5,6.653,0,9990000,0,1410,1410.02,1418.52,56.745,6.929,17.901,37.998,0,0,19.699,1.241,1,0,0,1,0,1,1,0,0,300,293.898,7.557,0,1,1,1,0,1,0,0,1,1,1,1,0,232.758,755.937,4724.25,3713.4
4790,-17.778,-17.778,0,23.184,84.494,39.954,252.5,6.965,0,9990000,0,1410,1410.028,1418.627,56.678,6.929,17.916,38.015,0,0,19.749,1.347,1,0,0,1,0,1,1,0,0,300,293.931,7.57,0,1,1,1,0,1,0,0,1,1,1,1,0,232.966,756.217,4725.267,3714.417
4791,-17.778,-17.778,0,23.27,84.371,38.957,252.5,7.292,0,9990000,0,1410,1410.563,1418.705,56.455,6.944,17.906,37.931,0,0,19.698,1.182,1,0,0,1,0,1,1,0,0,300,293.79,7.558,0,1,1,1,0,1,0,0,1,1,1,1,0,232.934,756.035,4726.283,3715.433
4792,-17.778,-17.778,0,23.171,84.493,40,252.5,6.939,0,9990000,0,1410,1409.975,1418.193,56.514,6.939,17.907,38.047,0,0,19.72,1.346,1,0,0,1,0,1,1,0,0,300,293.843,7.552,0,1,1,1,0,1,0,0,1,1,1,1,0,232.952,756.422,4727.3,3716.45
4793,-17.778,-17.778,0,23.227,84.414,40,252.5,6.909,0,9990000,0,1410,1410.333,1418.044,56.403,6.909,17.901,38.064,0,0,19.697,1.293,1,0,0,1,0,1,1,0,0,300,293.875,7.571,0,1,1,1,0,1,0,0,1,1,1,1,0,232.812,756.322,4728.3,3717.45
4794,-17.778,-17.778,0,23.282,84.353,40,252.5,6.934,0,9990000,0,1410,1409.628,1418.811,56.665,6.934,17.934,37.823,0,0,19.791,1.286,1,0,0,1,0,1,1,0,0,300,294.011,7.546,0,1,1,1,0,1,0,0,1,1,1,1,0,232.782,755.812,4729.317,3718.467
4795,-17.778,-17.778,0,23.253,84.379,40,252.5,6.94,0,9990000,0,1410,1409.887,1418.422,56.656,6.94,17.918,37.985,0,0,19.747,1.343,1,0,0,1,0,1,1,0,0,300,294.129,7.561,0,1,1,1,0,1,0,0,1,1,1,1,0,232.975,756.165,4730.333,3719.483
4796,-17.778,-17.778,0,23.256,84.306,40,252.5,6.943,0,9990000,0,1410,1409.857,1418.669,56.72,6.943,17.92,37.797,0,0,19.736,1.173,1,0,0,1,0,1,1,0,0,300,294.153,7.544,0,1,1,1,0,1,0,0,1,1,1,1,0,232.812,755.796,4731.333,3720.483
4797,-17.778,-17.778,0,23.161,84.439,40,252.5,6.916,0,9990000,0,1410,1409.559,1419.044,56.886,6.916,17.933,37.852,0,0,19.782,1.303,1,0,0,1,0,1,1,0,0,300,294.189,7.56,0,1,1,1,0,1,0,0,1,1,1,1,0,233.025,756.22,4732.333,3721.483
4798,-17.778,-17.778,0,23.176,84.428,40.379,252.5,6.839,0,9990000,0,1410,1409.863,1418.717,56.844,6.946,17.907,38.048,0,0,19.725,1.346,1,0,0,1,0,1,1,0,0,300,294.141,7.54,0,1,1,1,0,1,0,0,1,1,1,1,0,233.048,756.338,4733.333,3722.483
4799,-17.778,-17.778,0,23.335,84.381,40.253,252.5,6.873,0,9990000,0,1410,1410.67,1418.863,56.615,6.934,17.913,37.816,0,0,19.72,1.162,1,0,0,1,0,1,1,0,0,300,294.172,7.546,0,1,1,1,0,1,0,0,1,1,1,1,0,232.97,755.996,4734.35,3723.5
4800,-17.778,-17.778,0,23.234,84.605,40.331,252.5,6.874,0,9990000,0,1410,1409.821,1418.183,56.778,6.946,17.902,38.081,0,0,19.711,1.328,1,0,0,1,0,1,1,0,0,300,294.172,7.53,0,1,1,1,0,1,0,0,1,1,1,1,0,232.927,756.426,4735.367,3724.517
4801,-17.778,-17.778,0,23.272,84.422,39.228,252.5,7.219,0,9990000,0,1410,1410.064,1418.153,56.728,6.937,17.904,37.939,0,0,19.686,1.194,1,0,0,1,0,1,1,0,0,300,294.181,7.586,0,1,1,1,0,1,0,0,1,1,1,1,0,233.017,756.017,4736.367,3725.517
4802,-17.778,-17.778,0,23.182,84.422,39.907,252.5,6.992,0,9990000,0,1410,1409.924,1418.393,56.795,6.941,17.918,37.989,0,0,19.748,1.342,1,0,0,1,0,1,1,0,0,300,294.037,7.543,0,1,1,1,0,1,0,0,1,1,1,1,0,232.859,756.408,4737.383,3726.533
4803,-17.778,-17.778,0,23.192,84.429,41.421,252.5,6.484,0,9990000,0,1410,1409.845,1418.518,56.865,6.935,17.905,38.073,0,0,19.708,1.323,1,0,0,1,0,1,1,0,0,300,294.022,7.592,0,1,1,1,0,1,0,0,1,1,1,1,0,233.027,756.268,4738.383,3727.533
4804,-17.778,-17.778,0,23.171,84.554,39.835,252.5,7.032,0,9990000,0,1410,1410.713,1418.97,56.549,6.92,17.905,37.847,0,0,19.72,1.161,1,0,0,1,0,1,1,0,0,300,293.934,7.567,0,1,1,1,0,1,0,0,1,1,1,1,0,232.93,755.912,4739.383,3728.533
4805,-17.778,-17.778,0,23.2,84.588,42.467,252.5,6.191,0,9990000,0,1410,1410.138,1419.201,56.638,6.928,17.929,37.813,0,0,19.763,1.217,1,0,0,1,0,1,1,0,0,300,293.987,7.552,0,1,1,1,0,1,0,0,1,1,1,1,0,233.111,756.092,4740.383,3729.533
4806,-17.778,-17.778,0,23.285,84.834,40.943,252.6,6.842,0,9990000,0,1410,1409.487,1418.622,56.835,6.929,17.918,37.986,0,0,19.75,1.343,1,0,0,1,0,1,1,0,0,300,293.985,7.54,0,1,1,1,0,1,0,0,1,1,1,1,0,232.838,756.38,4741.383,3730.533
4807,-17.778,-17.778,0,23.214,84.741,39.538,252.5,7.194,0,9990000,0,1410,1409.778,1418.417,56.753,6.948,17.919,37.996,0,0,19.76,1.343,1,0,0,1,0,1,1,0,0,300,293.94,7.567,0,1,1,1,0,1,0,0,1,1,1,1,0,233.081,756.421,4742.383,3731.533
4808,-17.778,-17.778,0,23.292,84.509,40.352,252.5,6.889,0,9990000,0,1410,1410.34,1418.482,56.668,6.92,17.905,37.889,0,0,19.688,1.172,1,0,0,1,0,1,1,0,0,300,293.997,7.505,0,1,1,1,0,1,0,0,1,1,1,1,0,232.995,755.824,4743.383,3732.533
4809,-17.778,-17.778,0,23.313,84.638,40.645,252.6,6.874,0,9990000,0,1410,1410.533,1418.915,56.523,6.921,17.908,37.856,0,0,19.717,1.16,1,0,0,1,0,1,1,0,0,300,294.118,7.522,0,1,1,1,0,1,0,0,1,1,1,1,0,232.988,755.939,4744.383,3733.533
4810,-17.778,-17.778,0,23.441,84.655,40.101,252.6,7.099,0,9990000,0,1410,1410.334,1418.566,56.54,6.931,17.909,37.824,0,0,19.709,1.164,1,0,0,1,0,1,1,0,0,300,294.045,7.533,0,1,1,1,0,1,0,0,1,1,1,1,0,232.899,756.004,4745.383,3734.533
4811,-17.778,-17.778,0,23.248,84.805,43.011,252.5,6.096,0,6920000,0,1410,1410,1418.195,56.664,6.926,17.899,38.053,0,0,19.692,1.292,1,0,0,1,0,1,1,0,0,300,294.139,7.588,0,1,1,1,0,1,0,0,1,1,1,1,0,233.019,756.356,4746.383,3735.533
4812,-17.778,-17.778,0,23.269,84.964,39.914,252.5,7.173,0,9990000,0,1410,1410.292,1418.287,56.671,6.927,17.9,38,0,0,19.684,1.244,1,0,0,1,0,1,1,0,0,300,293.981,7.522,0,1,1,1,0,1,0,0,1,1,1,1,0,232.824,756.136,4747.383,3736.533
4813,-17.778,-17.778,0,23.202,84.739,39.067,252.6,7.53,0,9990000,0,1410,1409.657,1418.691,56.906,6.926,17.926,37.783,0,0,19.753,1.197,1,0,0,1,0,1,1,0,0,300,294.014,7.551,0,1,1,1,0,1,0,0,1,1,1,1,0,233.297,756.048,4748.383,3737.533
4814,-17.778,-17.778,0,23.215,84.965,47.124,252.6,4.9,0,9990000,0,1410,1409.876,1419.218,56.851,6.918,17.933,37.806,0,0,19.78,1.275,1,0,0,1,0,1,1,0,0,300,294.07,7.582,0,1,1,1,0,1,0,0,1,1,1,1,0,232.988,756.125,4749.383,3738.533
4815,-17.778,-17.778,0,23.2,85.419,45.394,252.6,5.522,0,9990000,0,1410,1409.511,1418.88,56.869,6.921,17.931,37.838,0,0,19.78,1.315,1,0,0,1,0,1,1,0,0,300,294.012,7.556,0,1,1,1,0,1,0,0,1,1,1,1,0,232.929,756.529,4750.383,3739.533
4816,-17.778,-17.778,0,23.193,85.569,42.702,252.6,6.545,0,9990000,0,1410,1410.236,1418.365,56.686,6.929,17.902,37.925,0,0,19.701,1.205,1,0,0,1,0,1,1,0,0,300,294.141,7.563,0,1,1,1,0,1,0,0,1,1,1,1,0,233.382,756.137,4751.4,3740.55
4817,-17.778,-17.778,0,23.154,85.81,42.18,252.6,6.702,0,9990000,0,1410,1410.129,1419.219,56.71,6.933,17.92,37.787,0,0,19.75,1.181,1,0,0,1,0,1,1,0,0,300,294.179,7.524,0,1,1,1,0,1,0,0,1,1,1,1,0,232.982,756.282,4752.4,3741.55
4818,-17.778,-17.778,0,23.162,85.743,41.349,252.6,7.011,0,9990000,0,1410,1409.499,1418.96,56.915,6.929,17.935,37.846,0,0,19.782,1.296,1,0,0,1,0,1,1,0,0,300,294.219,7.578,0,1,1,1,0,1,0,0,1,1,1,1,0,233.07,756.295,4753.4,3742.55
4819,-17.778,-17.778,0,23.18,85.649,41.741,252.6,6.872,0,9990000,0,1410,1410.148,1418.711,56.66,6.933,17.93,37.881,0,0,19.775,1.325,1,0,0,1,0,1,1,0,0,300,294.075,7.54,0,1,1,1,0,1,0,0,1,1,1,1,0,232.948,756.418,4754.417,3743.567
4820,-17.778,-17.778,0,23.13,85.602,41.604,252.6,6.908,0,9990000,0,1410,1409.516,1418.394,56.882,6.929,17.924,37.946,0,0,19.762,1.337,1,0,0,1,0,1,1,0,0,300,294.122,7.543,0,1,1,1,0,1,0,0,1,1,1,1,0,233.061,756.486,4755.417,3744.567
4821,-17.778,-17.778,0,23.242,85.653,42.686,252.6,6.607,0,9990000,0,1410,1410.344,1418.259,56.682,6.935,17.902,37.953,0,0,19.694,1.204,1,0,0,1,0,1,1,0,0,300,294.11,7.527,0,1,1,1,0,1,0,0,1,1,1,1,0,233.016,756.17,4756.433,3745.583
4822,-17.778,-17.778,0,23.213,85.708,40.337,252.6,7.377,0,9990000,0,1410,1409.992,1418.425,56.733,6.936,17.917,38.027,0,0,19.742,1.347,1,0,0,1,0,1,1,0,0,300,294.113,7.587,0,1,1,1,0,1,0,0,1,1,1,1,0,233.107,756.59,4757.45,3746.6
4823,-17.778,-17.778,0,23.215,85.661,43.11,252.6,6.457,0,9990000,0,1410,1409.753,1418.768,56.86,6.938,17.932,37.807,0,0,19.774,1.269,1,0,0,1,0,1,1,0,0,300,294.2,7.578,0,1,1,1,0,1,0,0,1,1,1,1,0,233.79,756.039,4758.45,3747.6
4824,-17.778,-17.778,0,23.317,85.806,42.877,252.6,6.561,0,9990000,0,1410,1410.407,1418.622,56.666,6.919,17.9,38.045,0,0,19.701,1.258,1,0,0,1,0,1,1,0,0,300,294.212,7.548,0,1,1,1,0,1,0,0,1,1,1,1,0,233.241,756.227,4759.45,3748.6
4825,-17.778,-17.778,0,23.258,85.837,41.8,252.6,6.937,0,9990000,0,1410,1410.563,1418.291,56.53,6.937,17.902,37.924,0,0,19.708,1.191,1,0,0,1,0,1,1,0,0,300,294.101,7.571,0,1,1,1,0,1,0,0,1,1,1,1,0,232.974,756.242,4760.467,3749.617
4826,-17.778,-17.778,0,23.302,85.775,39.962,252.6,7.501,0,9990000,0,1410,1410.015,1418.605,56.735,6.928,17.918,37.801,0,0,19.737,1.167,1,0,0,1,0,1,1,0,0,300,294.081,7.579,0,1,1,1,0,1,0,0,1,1,1,1,0,232.73,756.084,4761.483,3750.633
4827,-17.778,-17.778,0,23.317,85.769,42.743,252.6,6.567,0,9990000,0,1410,1409.967,1418.223,56.796,6.931,17.898,38.011,0,0,19.693,1.245,1,0,0,1,0,1,1,0,0,300,294.17,7.585,0,1,1,1,0,1,0,0,1,1,1,1,0,233.055,755.972,4762.5,3751.65
4828,-17.778,-17.778,0,23.349,85.784,42.673,252.6,6.621,0,9990000,0,1410,1410.106,1418.191,56.781,6.918,17.9,37.927,0,0,19.693,1.195,1,0,0,1,0,1,1,0,0,300,294.142,7.533,0,1,1,1,0,1,0,0,1,1,1,1,0,232.57,755.945,4763.517,3752.667
4829,-17.778,-17.778,0,23.358,85.754,40.959,252.6,7.201,0,9990000,0,1410,1410.448,1419.195,56.581,6.93,17.919,37.804,0,0,19.746,1.175,1,0,0,1,0,1,1,0,0,300,294.133,7.583,0,1,1,1,0,1,0,0,1,1,1,1,0,232.863,755.964,4764.533,3753.683
4830,-17.778,-17.778,0,23.382,85.722,41.176,252.6,7.115,0,9990000,0,1410,1410.168,1418.459,56.692,6.941,17.902,37.943,0,0,19.709,1.198,1,0,0,1,0,1,1,0,0,300,294.185,7.537,0,1,1,1,0,1,0,0,1,1,1,1,0,233.145,755.887,4765.533,3754.683
4831,-17.778,-17.778,0,23.341,85.83,43.061,252.6,6.488,0,9990000,0,1410,1409.921,1418.927,56.815,6.928,17.919,37.791,0,0,19.739,1.173,1,0,0,1,0,1,1,0,0,300,294.134,7.571,0,1,1,1,0,1,0,0,1,1,1,1,0,232.961,756.052,4766.533,3755.683
4832,-17.778,-17.778,0,23.315,85.747,40.637,252.6,7.278,0,9990000,0,1410,1409.557,1418.844,56.923,6.92,17.925,37.782,0,0,19.759,1.204,1,0,0,1,0,1,1,0,0,300,294.112,7.586,0,1,1,1,0,1,0,0,1,1,1,1,0,233.219,755.837,4767.533,3756.683
4833,-17.778,-17.778,0,23.243,85.764,41.56,252.6,6.981,0,9990000,0,1410,1410.008,1418.064,56.749,6.94,17.899,38.071,0,0,19.701,1.299,1,0,0,1,0,1,1,0,0,300,294.184,7.568,0,1,1,1,0,1,0,0,1,1,1,1,0,232.83,756.208,4768.55,3757.7
4834,-17.778,-17.778,0,23.24,85.797,42.882,252.6,6.547,0,9990000,0,1410,1410.279,1419.305,56.632,6.926,17.919,37.799,0,0,19.743,1.176,1,0,0,1,0,1,1,0,0,300,294.165,7.565,0,1,1,1,0,1,0,0,1,1,1,1,0,233.274,756.157,4769.567,3758.717
4835,-17.778,-17.778,0,23.292,85.901,42.288,252.6,6.76,0,9990000,0,1410,1409.703,1418.873,56.77,6.944,17.922,37.966,0,0,19.755,1.339,1,0,0,1,0,1,1,0,0,300,294.235,7.542,0,1,1,1,0,1,0,0,1,1,1,1,0,233.216,756.459,4770.583,3759.733
4836,-17.778,-17.778,0,23.353,85.972,42.276,252.6,6.759,0,9990000,0,1410,1410.573,1418.707,56.564,6.933,17.903,37.964,0,0,19.702,1.215,1,0,0,1,0,1,1,0,0,300,294.217,7.53,0,1,1,1,0,1,0,0,1,1,1,1,0,233.12,756.146,4771.583,3760.733
4837,-17.778,-17.778,0,23.248,85.811,40.26,252.6,7.443,0,9990000,0,1410,1410.22,1418.399,56.606,6.951,17.902,37.942,0,0,19.705,1.2,1,0,0,1,0,1,1,0,0,300,294.118,7.541,0,1,1,1,0,1,0,0,1,1,1,1,0,232.965,756.011,4772.583,3761.733
